id,kon1,kon2,kon3,kon4,kon5,kon6,kon7,kon8,kon9,kon10,kon11,kon12,kon13,kon14,kon15,kon16,kon17,nas1,nas2,nas3,nas4,nas5,nas6,nas7,nas8,nas9,nas10,nas11,nas12,nas13,nas14,nas15,nas16,nas17,rwa1,rwa2,rwa3,rwa4,rwa5,rwa6,rwa7,rwa8,rwa9,rwa10,rwa11,rwa12,rwa13,rwa14,rwa15,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,rz1,rz2,rz3,rz4,rz5,rz6,rz7,rz8,rz9,rz10,rz11,rz12,rz13,rz14,rz15,rz16,tjokowi,tprabowo,preferensi,gender
961,5,6,2,3,7,5,3,2,1,1,2,1,2,1,1,1,1,7,3,6,5,2,6,6,2,5,5,3,2,5,1,6,5,4,8,4,8,3,6,3,9,2,9,1,9,3,8,2,8,6,2,1,5,3,1,2,3,5,7,3,7,2,6,3,3,5,5,5,4,4,1,5,4,4,5,4,2,4,5,4,4,11,61,1,Laki-Laki
964,5,4,7,6,7,5,5,7,7,5,6,1,7,1,4,4,5,5,3,6,5,5,6,6,3,7,7,4,5,3,5,5,4,5,9,3,9,2,8,4,9,1,8,3,9,1,9,4,9,7,5,5,5,1,1,2,7,5,7,7,6,1,1,2,1,5,4,5,4,5,4,5,5,4,3,4,3,1,5,5,5,81,41,1,Laki-Laki
967,2,1,1,5,7,6,3,7,1,3,7,4,5,7,5,7,7,6,7,5,4,3,2,5,1,7,3,1,3,2,1,1,2,1,4,2,9,1,8,1,6,1,8,8,7,3,8,4,8,7,1,1,2,2,1,6,2,1,3,2,3,3,3,3,2,5,5,5,5,4,2,4,5,5,2,4,1,5,5,5,5,61,71,7,Laki-Laki
969,3,2,1,1,5,4,3,5,1,1,2,1,1,1,3,2,3,3,6,7,7,3,6,4,2,5,5,7,6,6,6,6,5,2,8,2,2,2,1,1,3,1,5,2,7,3,3,2,3,6,2,1,3,3,2,2,2,4,5,2,2,1,2,2,3,4,4,3,4,3,1,4,2,2,2,2,3,4,2,3,2,51,51,6,Perempuan
982,3,3,3,3,4,4,4,4,3,1,4,1,6,1,1,1,4,5,4,3,3,4,4,3,4,4,3,4,3,1,1,3,4,4,9,1,6,1,5,5,8,1,9,3,9,5,9,5,9,7,3,4,3,4,4,4,1,4,5,3,4,1,2,1,1,5,5,5,5,2,1,3,5,1,1,3,5,5,5,5,5,1,1,1,Perempuan
990,6,3,1,4,7,7,7,7,7,7,1,1,7,4,1,4,4,7,5,7,7,1,1,1,3,1,7,7,5,3,5,7,7,3,9,1,9,1,9,1,9,1,9,1,9,7,9,1,9,1,1,1,7,1,1,1,1,7,7,1,4,1,1,1,1,1,5,3,5,5,1,5,5,5,3,5,5,5,5,5,5,1,21,4,Laki-Laki
1001,4,2,2,2,2,6,2,1,1,1,2,1,3,1,1,3,1,4,5,6,6,5,3,6,6,6,6,6,5,2,6,6,4,6,6,2,7,2,7,2,3,3,7,4,7,2,8,7,8,4,2,2,4,5,3,3,3,2,4,2,3,4,4,3,4,3,4,3,3,4,2,2,2,3,2,4,2,2,3,2,2,60,18,2,Perempuan
1008,3,2,3,2,3,4,3,3,3,2,2,3,3,3,4,3,3,3,5,4,4,4,5,5,6,4,5,6,4,4,3,5,3,5,8,2,8,2,6,3,6,2,7,7,7,4,8,2,7,4,2,2,3,5,3,3,4,3,5,4,3,3,3,4,5,5,5,5,4,3,1,5,5,4,4,4,4,5,5,5,3,31,81,4,Perempuan
1012,4,5,3,2,4,5,5,2,5,3,2,1,1,1,1,4,5,6,1,7,7,7,7,7,5,7,5,7,4,2,4,4,4,7,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,7,1,7,7,4,4,5,4,1,1,1,1,4,4,4,4,5,5,5,5,3,1,1,1,3,1,5,1,3,3,3,3,1,101,1,Laki-Laki
1015,4,5,6,6,6,7,3,3,5,3,6,3,6,5,5,5,6,5,3,2,3,2,2,5,6,2,3,3,3,3,3,5,4,4,7,3,8,3,6,3,7,3,8,5,7,3,6,3,5,5,2,2,2,2,2,1,1,2,4,1,2,1,1,1,2,5,5,5,5,5,3,5,4,4,3,5,3,5,5,4,5,22,79,1,Perempuan
1020,7,3,6,1,6,6,4,3,5,4,5,4,5,3,3,3,3,6,3,4,7,3,6,5,7,3,3,4,2,3,4,2,4,6,9,2,9,1,8,2,9,6,8,9,9,2,9,9,9,6,2,2,2,2,2,5,1,5,5,3,1,1,1,1,1,5,5,5,3,4,2,3,4,4,1,2,2,4,4,4,4,12,99,1,Perempuan
1023,3,4,3,5,3,6,4,6,5,7,7,4,7,5,5,5,6,5,3,4,2,3,6,5,5,3,4,7,6,5,4,5,5,7,8,4,9,2,8,3,8,2,8,4,7,3,7,8,9,6,4,4,5,4,1,2,2,6,5,5,6,3,3,1,2,5,5,5,4,4,1,4,4,4,3,2,3,3,5,4,5,72,65,3,Laki-Laki
1025,5,6,6,7,7,7,5,6,7,5,6,7,7,7,6,7,6,6,7,5,5,5,6,6,5,7,6,6,7,7,7,6,7,6,8,1,9,3,9,2,9,3,9,9,8,3,9,2,7,7,3,3,2,1,1,3,2,3,7,6,5,2,1,3,1,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,67,79,6,Perempuan
1034,1,1,1,2,1,6,1,1,1,1,3,1,4,1,1,2,7,4,7,7,1,7,3,7,5,7,6,6,7,4,7,7,7,6,9,1,9,1,8,1,7,6,8,8,7,2,8,6,9,7,5,4,3,1,1,1,5,5,3,5,6,2,3,2,3,5,5,5,5,5,2,4,5,5,1,4,1,4,5,5,4,1,92,1,Laki-Laki
1035,2,2,2,2,3,3,3,1,2,7,2,2,2,2,2,6,2,6,2,6,6,3,6,6,6,6,6,7,6,5,6,6,5,7,8,3,9,1,3,3,8,2,2,8,7,7,8,8,8,7,2,1,2,1,2,5,1,3,2,2,2,1,1,1,1,5,5,5,5,5,1,5,5,1,5,5,2,5,4,5,4,75,23,1,Perempuan
1038,4,2,7,5,7,7,6,2,6,6,7,6,7,6,5,7,3,3,6,6,6,6,5,3,7,4,3,2,3,3,2,3,3,4,9,3,9,1,9,6,9,2,9,2,8,1,9,1,9,7,1,1,2,3,2,6,1,7,6,7,6,2,4,4,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,12,101,1,Perempuan
1039,6,3,7,1,7,4,5,1,7,7,7,7,7,7,7,7,7,7,3,2,4,5,6,1,7,1,7,1,3,2,1,7,3,7,9,1,9,1,9,2,9,2,9,1,9,8,9,1,9,5,5,6,6,2,3,2,2,7,6,6,6,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,68,4,Laki-Laki
1041,6,3,4,3,5,5,3,2,5,3,2,3,6,3,2,2,3,6,3,3,5,4,5,2,7,4,4,7,4,6,4,4,4,4,8,1,8,3,9,2,8,3,9,3,5,2,8,2,8,5,2,4,3,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,79,101,3,Laki-Laki
1042,2,2,2,1,3,4,2,3,1,3,6,2,1,3,2,3,1,5,2,3,6,6,3,5,6,7,5,3,6,5,5,3,3,2,9,6,7,4,6,3,4,4,8,6,4,4,7,3,8,4,2,2,1,1,3,3,3,2,4,2,3,1,2,1,1,4,4,4,5,4,1,4,4,4,3,1,2,5,4,5,2,6,32,4,Laki-Laki
1043,5,3,5,6,6,6,6,5,5,6,6,6,7,7,2,2,4,6,3,6,3,3,4,6,6,6,2,7,4,7,6,4,4,4,7,1,8,2,9,1,9,3,8,4,8,2,9,2,9,5,2,5,2,1,1,6,6,2,2,6,2,2,2,2,2,5,5,5,4,5,3,4,5,4,4,3,4,4,4,4,4,36,82,9,Laki-Laki
1046,6,5,2,1,6,7,4,5,6,5,6,6,7,7,4,5,6,3,1,6,6,2,5,5,6,2,2,1,5,1,6,4,2,5,9,1,9,1,7,4,7,7,8,2,8,5,9,3,9,6,5,6,5,6,3,3,4,5,5,6,6,3,3,2,3,5,4,5,4,5,2,4,5,5,2,4,5,4,5,5,4,94,20,11,Laki-Laki
1048,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,6,5,5,5,6,5,5,5,5,5,6,4,5,5,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,3,3,3,3,3,3,3,52,52,6,Perempuan
1050,5,5,6,7,5,5,5,5,6,5,7,5,6,4,5,4,5,5,3,4,3,4,5,6,6,3,6,7,4,5,5,5,5,5,8,4,8,2,9,4,7,4,7,5,8,5,8,7,9,5,4,5,5,3,2,4,3,5,5,5,4,2,2,3,3,5,5,5,5,5,4,4,5,5,5,4,5,4,4,5,4,58,70,8,Laki-Laki
1064,4,4,5,5,7,7,7,3,4,2,4,2,5,4,5,5,4,4,4,3,5,3,3,2,4,3,3,1,3,3,4,3,2,3,9,1,9,1,8,8,7,2,8,8,9,7,8,7,9,6,2,2,6,2,3,3,3,4,5,6,3,2,3,2,2,3,4,4,4,4,2,3,5,3,1,3,3,1,4,5,5,16,101,9,Perempuan
1069,5,5,3,6,5,6,6,5,5,5,5,5,4,6,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,8,2,8,4,7,4,8,2,8,6,6,3,9,3,7,5,4,5,5,3,3,3,3,5,5,5,5,3,3,3,3,5,5,5,5,4,4,5,4,5,5,5,5,5,3,5,4,101,52,1,Perempuan
1070,4,3,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,7,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,5,5,5,5,1,5,5,5,3,3,3,5,4,4,4,1,101,1,Laki-Laki
1071,2,6,4,7,6,7,7,2,6,1,4,5,7,6,7,6,4,3,2,2,2,6,2,2,6,6,4,6,4,2,2,2,6,6,9,1,9,6,6,3,8,3,8,9,9,3,8,8,9,6,4,4,4,2,4,4,6,2,2,2,2,2,2,2,2,5,4,5,4,4,2,4,4,4,2,3,5,1,5,4,3,61,45,7,Laki-Laki
1072,7,7,7,7,6,7,6,6,7,3,1,3,7,5,6,6,6,7,2,3,2,4,6,4,5,6,5,3,5,1,4,1,5,5,9,2,9,2,9,4,9,3,9,4,9,2,9,9,9,7,3,5,6,4,3,4,3,5,3,4,5,4,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,80,1,10,Perempuan
1073,7,7,6,6,6,4,6,6,6,2,6,6,6,6,2,6,6,6,6,2,2,6,6,2,2,2,2,6,6,6,4,6,6,2,8,2,8,2,8,2,8,2,8,2,8,5,8,2,8,6,6,6,6,2,2,2,2,6,6,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,26,26,2,Perempuan
1075,6,5,4,4,7,7,4,4,4,4,3,1,1,4,4,5,4,6,5,4,4,7,7,4,4,4,4,3,1,1,4,4,5,4,4,2,7,2,8,8,2,2,7,6,9,2,9,2,8,5,2,2,2,3,3,2,2,3,5,4,2,1,2,3,2,3,4,2,3,3,3,4,3,3,3,2,2,2,4,3,3,9,70,2,Perempuan
1077,7,5,6,4,7,6,5,5,4,4,6,7,7,6,5,6,7,4,4,3,6,4,5,5,3,6,5,6,7,6,5,4,4,4,9,1,4,2,8,3,7,4,5,2,5,5,9,1,9,6,5,4,5,2,3,2,1,4,6,6,5,1,2,2,1,4,4,5,4,5,3,5,4,5,3,4,5,3,5,5,5,61,41,1,Perempuan
1079,7,5,5,2,7,6,5,5,4,4,7,7,7,6,5,6,7,4,4,3,4,3,4,6,6,5,5,6,5,6,5,4,3,4,8,4,7,1,6,3,8,1,7,2,4,5,9,2,7,6,5,4,5,2,3,1,1,4,6,6,6,1,2,2,1,5,4,5,4,5,3,5,4,5,4,3,5,3,5,5,5,40,31,6,Perempuan
1086,4,3,5,4,5,7,7,4,5,3,4,4,4,4,5,7,4,4,5,6,4,6,2,2,4,4,4,5,4,4,3,5,1,4,9,5,8,1,8,5,5,3,8,8,8,3,9,4,8,4,5,2,5,4,2,4,3,5,7,1,1,4,4,1,2,4,4,5,4,3,4,4,5,5,3,3,2,5,4,5,3,49,86,11,Perempuan
1091,6,4,3,3,5,6,5,4,5,4,4,2,4,5,5,6,4,2,4,5,5,3,2,3,4,3,4,4,5,4,3,3,2,4,8,7,8,2,7,6,6,4,7,8,7,6,7,4,7,6,5,4,5,4,2,3,4,4,5,3,3,3,3,2,3,4,3,5,4,4,2,4,5,3,2,4,4,2,4,4,4,51,51,6,Perempuan
1093,7,1,1,1,3,6,2,7,3,1,7,5,7,7,6,6,7,7,1,7,7,7,2,5,2,4,7,1,3,2,6,3,3,2,9,8,9,1,7,7,9,3,7,9,8,8,9,1,9,7,2,2,3,2,2,3,3,6,6,7,3,3,5,3,3,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,4,17,51,3,Perempuan
1097,1,1,1,1,3,6,3,2,7,1,4,3,6,2,3,6,4,6,2,5,6,7,5,7,6,1,5,3,3,1,4,4,3,6,8,2,7,1,8,4,6,2,9,6,9,6,9,1,9,5,4,2,5,1,2,2,2,5,6,2,2,1,1,1,1,5,4,5,5,5,1,4,5,5,2,5,3,5,5,5,4,81,21,1,Perempuan
1098,5,6,4,6,6,5,3,4,4,4,6,4,6,6,4,3,4,4,3,3,6,2,5,2,2,4,4,2,2,2,2,2,2,2,9,2,9,2,9,6,9,2,9,9,9,9,9,1,9,5,4,2,2,1,6,1,7,2,2,3,2,1,1,1,1,5,5,5,4,5,2,5,3,2,2,2,2,2,1,3,5,100,54,11,Perempuan
1103,3,6,2,2,7,7,3,6,7,6,7,7,7,7,3,6,6,6,3,6,6,2,2,2,1,1,1,1,6,1,1,5,2,2,9,2,9,2,9,3,7,1,7,9,9,7,9,3,7,6,2,5,1,1,1,3,3,1,2,1,1,1,1,1,1,5,4,5,5,5,2,5,5,4,4,4,2,4,5,5,5,29,26,9,Laki-Laki
1104,1,2,1,1,4,3,5,6,5,6,5,5,6,6,6,7,6,7,6,6,7,5,4,3,3,2,2,2,2,2,2,2,2,3,9,2,9,2,9,2,9,1,9,8,9,8,9,1,9,7,2,3,6,4,1,4,2,2,1,1,2,2,2,1,2,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,52,41,8,Perempuan
1109,1,1,4,1,1,4,4,1,1,7,6,1,4,4,1,7,1,4,4,4,4,7,4,4,7,7,1,4,1,1,1,4,7,1,9,3,9,1,7,3,6,1,9,9,9,3,9,9,9,4,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,5,5,5,5,5,1,5,5,5,1,5,1,3,5,5,3,51,71,6,Perempuan
1111,3,2,5,5,7,7,4,1,6,4,5,1,6,2,3,5,6,5,6,6,7,6,6,7,6,2,6,7,3,1,6,6,4,7,9,1,9,1,9,2,9,2,8,3,9,3,9,1,9,7,7,6,6,2,2,1,1,7,7,6,6,1,1,2,1,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,1,92,1,Perempuan
1112,2,1,5,3,6,4,5,4,5,6,4,5,4,5,4,5,5,4,5,4,5,6,5,4,5,4,5,5,4,6,6,5,6,6,8,1,8,3,8,6,8,2,8,7,8,2,7,1,9,5,6,6,6,3,2,2,3,6,6,5,6,2,2,3,1,5,4,5,4,5,4,5,5,4,4,4,5,4,3,5,4,15,101,11,Perempuan
1117,5,6,3,3,3,4,2,3,1,1,4,2,7,7,5,5,5,4,5,5,6,5,5,5,5,4,4,3,4,1,1,3,4,4,7,6,7,8,1,1,9,2,1,8,7,3,6,4,9,5,4,5,5,5,4,4,4,3,4,4,4,4,4,3,3,5,4,3,4,4,3,3,3,3,4,5,3,3,2,2,4,39,45,10,Perempuan
1119,4,5,3,6,7,7,6,6,7,4,6,7,5,7,1,2,2,4,2,5,4,7,5,4,4,2,2,5,6,2,1,4,5,3,9,7,9,1,8,5,8,5,8,8,8,5,8,2,9,6,1,4,2,4,2,2,2,4,6,1,4,1,1,1,1,5,5,5,4,5,2,5,5,5,4,5,3,4,5,5,5,51,51,7,Laki-Laki
1121,2,1,3,3,5,5,4,6,7,2,4,3,5,4,2,5,3,4,4,6,6,6,6,4,5,2,5,4,3,2,5,5,3,3,8,6,9,1,9,4,9,1,7,9,9,5,9,2,9,5,6,6,5,1,2,1,1,6,6,1,1,1,1,1,1,5,5,5,4,3,1,5,5,2,2,4,3,5,5,5,5,51,51,5,Perempuan
1124,7,5,7,7,7,7,5,7,7,3,4,7,7,7,7,7,7,5,4,7,4,4,5,4,4,4,4,7,4,4,4,4,4,4,9,3,9,1,7,2,9,1,9,4,9,3,7,7,9,7,4,4,5,2,2,2,1,5,5,4,5,1,3,2,1,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,1,101,11,Laki-Laki
1126,5,5,3,3,7,7,6,7,7,3,7,7,7,7,7,7,7,5,5,3,3,7,7,5,1,1,1,1,1,1,1,1,1,1,9,9,9,1,9,5,9,4,9,1,9,9,9,1,9,7,2,7,2,6,1,1,1,5,7,7,7,1,6,1,6,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,80,18,9,Laki-Laki
1127,2,2,2,2,6,6,6,2,2,4,7,7,7,6,6,6,6,6,4,6,5,2,2,3,6,6,2,1,2,1,2,5,2,5,8,2,9,2,8,2,7,2,8,5,8,5,8,5,9,6,2,2,2,3,4,4,4,4,4,4,4,4,4,2,3,5,4,5,5,4,2,4,5,4,3,4,4,4,5,5,4,101,101,6,Laki-Laki
1129,5,3,4,3,3,7,6,7,7,6,7,6,6,6,6,7,5,5,3,3,4,6,2,2,1,1,3,1,3,2,1,2,2,1,9,5,8,3,9,9,9,3,5,9,9,9,9,5,9,4,2,2,2,6,6,6,6,2,5,3,4,4,5,3,3,5,5,5,5,5,2,5,5,4,5,5,5,5,4,5,5,51,51,11,Perempuan
1140,5,5,4,5,6,7,5,5,4,5,3,2,6,6,5,7,7,5,5,6,5,5,5,5,6,6,5,7,2,2,4,3,2,6,5,7,8,3,7,3,8,2,7,9,7,4,9,3,8,3,2,1,2,3,2,3,2,1,5,6,6,1,3,1,2,5,4,4,5,4,3,3,3,2,1,2,2,5,4,4,4,30,49,5,Perempuan
1143,2,2,1,2,2,4,3,2,5,1,4,4,4,1,2,4,1,7,7,6,6,7,5,2,5,2,4,5,3,4,7,5,5,5,6,1,9,1,2,6,2,1,5,6,9,3,7,5,8,4,3,1,6,5,2,1,1,7,7,4,4,1,1,1,1,4,5,5,4,4,1,3,3,1,2,3,2,4,3,3,3,1,76,1,Laki-Laki
1148,3,7,7,7,6,6,6,5,5,1,1,5,5,2,3,7,7,3,7,7,3,7,5,6,7,7,2,7,6,5,1,5,1,7,9,2,7,1,9,2,9,3,9,3,9,4,9,1,9,6,6,5,5,3,6,6,2,5,5,2,5,2,2,2,2,5,5,5,5,5,2,5,5,5,5,2,1,4,5,4,4,87,15,11,Perempuan
1150,4,3,2,4,4,5,3,2,4,1,4,1,2,3,2,3,2,5,3,4,4,6,6,4,6,2,6,5,3,3,3,7,5,7,9,2,8,1,6,3,7,3,8,2,9,2,9,2,9,4,3,4,4,3,4,5,3,3,6,3,3,3,3,3,3,5,4,5,5,4,2,4,5,3,4,4,3,4,5,5,3,16,82,1,Perempuan
1155,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,7,7,7,7,7,4,7,7,7,4,7,4,2,4,7,7,7,9,3,9,1,1,1,1,1,4,9,9,1,9,9,1,7,1,1,1,3,1,1,1,5,1,4,4,1,1,1,1,5,5,5,5,3,1,5,5,1,3,5,5,5,5,5,3,1,92,1,Perempuan
1157,5,3,1,1,3,7,7,7,7,3,7,5,7,7,7,7,7,7,5,7,6,5,1,1,1,1,3,1,3,1,3,2,1,3,8,1,9,3,7,1,7,3,6,7,9,2,9,6,9,7,1,3,3,1,3,1,3,1,7,3,3,2,1,1,1,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,4,54,53,11,Laki-Laki
1161,5,5,2,4,7,6,2,5,4,3,1,6,6,6,4,4,4,6,4,6,4,5,7,6,6,6,1,1,5,5,3,3,5,3,7,2,9,2,8,7,9,3,7,9,8,7,9,6,6,6,2,3,6,2,2,1,3,5,7,7,4,2,1,2,2,5,5,5,4,4,4,5,5,4,2,4,3,2,5,4,3,43,41,6,Perempuan
1162,7,6,5,5,7,6,7,1,7,2,7,5,7,6,5,7,6,7,3,2,6,7,6,7,7,2,2,2,4,1,2,2,1,2,7,3,6,3,9,8,9,3,8,8,8,3,6,9,5,5,1,5,6,1,3,2,3,5,7,6,2,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,7,58,3,Perempuan
1165,2,1,5,2,7,2,7,2,7,1,1,6,5,7,7,7,7,7,3,4,1,7,2,1,7,1,7,7,1,1,7,1,1,6,9,1,9,1,5,9,9,1,5,8,9,1,9,3,9,7,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,5,5,5,5,5,3,5,5,5,3,1,4,1,5,5,5,44,44,9,Perempuan
1166,1,1,1,1,1,1,1,7,1,1,7,1,7,1,1,1,1,7,7,5,7,7,7,7,7,7,4,1,5,1,4,1,6,7,9,1,9,1,9,1,9,2,9,9,9,3,7,9,9,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,4,101,1,1,Laki-Laki
1167,6,2,5,6,6,7,6,4,6,6,7,7,6,7,7,7,5,6,2,7,7,7,7,1,6,7,6,7,1,1,1,4,7,5,9,4,9,3,9,9,9,1,9,2,1,3,9,9,9,6,6,6,4,2,5,3,6,4,6,7,5,4,4,5,2,5,4,5,5,5,4,4,5,5,3,5,5,2,4,5,5,92,28,10,Perempuan
1169,1,1,1,3,3,4,3,1,1,1,1,1,5,1,1,1,1,7,7,5,4,6,6,6,7,7,6,5,5,3,6,1,6,7,9,2,7,1,5,1,1,1,7,5,7,4,6,1,9,7,1,1,5,2,2,2,2,3,5,3,4,2,2,2,2,3,4,5,5,3,2,3,1,2,4,3,1,4,3,3,3,23,66,4,Laki-Laki
1174,6,5,6,5,6,6,5,5,6,7,6,7,6,7,7,7,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,8,3,9,3,6,4,7,3,7,3,9,4,7,3,8,5,5,5,5,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,3,4,5,4,4,3,4,4,4,4,4,91,22,10,Perempuan
1176,6,2,1,1,3,5,1,1,1,1,1,1,1,1,1,5,6,6,3,2,7,5,3,5,7,7,7,7,7,5,7,3,3,7,4,1,1,1,1,4,3,1,9,3,3,1,4,1,7,4,2,3,1,1,5,1,1,1,3,1,7,1,1,1,1,1,1,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,101,1,Laki-Laki
1178,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,9,2,8,2,8,2,8,2,8,2,8,2,8,2,8,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,52,68,10,Perempuan
1179,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,2,1,6,7,7,6,6,5,5,7,7,5,7,7,5,7,7,5,7,6,2,2,2,1,3,2,3,8,4,8,2,9,2,8,5,1,3,2,2,2,2,2,2,2,7,2,1,1,1,1,3,2,3,3,2,2,2,1,2,2,1,1,2,2,2,2,36,82,2,Perempuan
1180,4,2,3,3,6,6,2,2,4,3,6,1,2,2,2,2,2,4,3,4,5,3,3,3,6,5,3,4,3,3,3,3,5,5,7,2,6,1,7,5,5,2,8,2,7,3,7,4,7,5,1,1,1,4,1,2,2,2,6,2,3,2,2,2,1,4,4,3,4,4,1,4,1,4,2,2,1,2,3,3,3,51,96,6,Perempuan
1182,5,2,2,4,6,7,6,4,5,3,3,3,7,5,5,5,6,5,3,3,6,2,5,3,4,3,4,5,2,2,4,5,3,4,8,6,5,3,7,5,9,3,4,9,9,9,9,6,7,4,3,5,4,3,3,2,3,6,5,5,6,3,3,3,3,4,4,4,4,5,3,3,5,3,3,4,3,4,4,4,4,41,35,10,Perempuan
1185,4,4,4,3,6,5,5,4,3,3,6,3,5,5,4,5,6,4,2,4,4,3,5,4,4,3,4,5,5,3,4,4,4,4,7,5,7,3,5,4,4,3,6,5,7,3,7,3,7,3,2,3,4,4,3,4,3,3,4,3,3,4,4,3,3,4,4,4,4,3,2,3,4,3,3,3,4,4,3,4,3,51,51,3,Perempuan
1187,4,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,4,5,5,5,4,5,5,6,5,5,4,6,5,4,4,4,4,4,4,4,3,3,4,4,1,4,4,4,3,3,5,3,3,3,3,5,5,3,3,3,3,5,5,3,1,1,5,Laki-Laki
1191,6,2,2,3,1,7,6,1,5,1,4,1,6,1,4,5,2,2,5,4,4,7,3,2,7,4,5,5,1,2,4,5,3,7,9,3,7,1,6,6,9,1,7,3,9,2,9,4,9,7,1,2,5,3,1,2,1,6,7,1,3,1,2,1,1,4,4,4,4,3,1,2,2,3,2,4,1,3,3,3,2,42,78,5,Laki-Laki
1193,7,3,4,4,7,7,1,1,7,1,7,1,7,7,4,7,4,4,1,1,4,1,6,7,7,1,1,7,1,1,1,1,1,7,9,1,9,1,9,4,9,1,4,9,9,9,9,1,9,7,1,1,5,2,2,2,2,3,6,2,6,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,101,11,Perempuan
1199,6,2,2,3,7,4,2,6,5,2,6,3,7,5,2,3,1,6,2,2,3,4,6,4,2,2,6,2,5,1,4,3,5,3,8,8,8,2,9,8,9,3,8,2,9,6,9,9,8,5,2,3,2,7,6,2,6,2,6,2,6,2,2,3,3,5,5,4,5,5,5,5,5,4,1,5,3,2,5,4,5,100,1,1,Perempuan
1201,2,6,7,4,7,7,7,7,2,2,7,7,7,6,4,4,2,6,2,2,7,1,1,2,6,1,6,4,7,1,4,7,4,7,9,6,9,1,9,1,9,1,9,1,9,1,9,9,9,7,7,7,7,1,1,1,1,2,6,5,7,1,2,1,4,5,5,5,5,5,4,5,2,4,4,5,5,1,5,3,5,41,61,3,Perempuan
1203,4,2,2,2,5,5,2,1,2,1,5,1,3,3,2,5,1,4,4,5,7,2,5,6,6,5,6,2,3,5,7,5,3,5,8,3,6,1,4,7,7,2,6,6,9,3,8,3,6,5,1,1,2,3,3,1,2,2,6,6,2,1,3,1,3,4,3,5,4,2,1,3,2,3,2,1,3,4,5,4,4,4,75,2,Perempuan
1204,2,1,4,2,3,4,2,1,2,1,1,1,4,1,3,4,2,6,5,3,7,4,4,7,7,6,5,7,5,2,7,5,7,7,7,4,6,1,5,2,9,4,7,3,8,3,9,2,8,4,1,1,2,2,1,2,1,2,3,1,7,3,2,1,1,5,4,4,3,4,1,3,2,1,2,3,2,2,4,3,3,6,101,1,Perempuan
1205,2,2,2,3,3,3,2,5,1,2,4,5,5,3,1,4,3,6,6,6,5,5,5,5,3,7,5,5,6,6,7,5,6,4,9,1,9,1,7,3,9,2,8,2,7,4,9,1,9,7,5,5,6,3,3,5,2,2,5,4,2,3,3,2,2,5,5,5,4,4,1,4,5,4,1,3,1,4,4,5,4,46,101,3,Perempuan
